,Unnamed: 0,Ram,Storage,Battery,Price,Brand,Color,Front_cam,Rear_cam,display,Display_type
593,593,8,128,49,19980,10,11,8.0,108.0,6.67,1
594,594,6,128,49,17490,10,0,8.0,108.0,6.67,1
595,595,3,32,19,11999,10,0,5.0,48.0,6.3,2
596,596,6,128,55,12999,10,1,8.0,8.0,6.5,1
597,597,8,128,37,26999,12,9,8.0,108.0,6.67,0
598,598,6,128,39,24490,3,10,8.0,48.0,6.67,2
599,599,6,128,19,17999,10,1,5.0,48.0,6.3,2
600,600,4,64,5,17499,3,1,12.0,20.0,5.99,2
601,601,6,128,19,24999,10,0,13.0,48.0,6.39,2
602,602,8,128,39,25999,3,10,8.0,108.0,6.67,2
603,603,6,128,49,17850,10,0,8.0,108.0,6.67,1
604,604,6,128,49,20990,10,11,8.0,108.0,6.67,1
605,605,4,64,5,17499,3,4,12.0,20.0,5.99,2
606,606,2,16,28,6999,10,6,8.0,13.0,6.5,1
607,607,8,128,53,26999,12,8,8.0,108.0,6.67,0
608,608,8,256,39,34999,3,10,8.0,108.0,6.67,2
609,609,4,64,49,10999,10,0,2.0,12.0,6.22,2
610,610,2,32,4,5599,10,0,8.0,13.0,5.45,1
611,611,8,256,49,22999,10,1,8.0,108.0,6.67,1
612,612,2,16,19,6499,10,0,8.0,12.0,5.45,2
613,613,6,128,32,21999,3,0,8.0,64.0,6.55,2
614,614,2,16,4,6485,10,4,8.0,13.0,5.45,1
615,615,4,64,49,8935,10,2,2.0,13.0,6.53,2
616,616,4,64,19,14999,10,1,2.0,12.0,6.3,2
617,617,6,128,49,18995,10,0,8.0,108.0,6.67,1
618,618,4,64,8,14599,3,0,12.0,12.0,5.5,1
619,619,6,128,19,17999,10,0,5.0,48.0,6.3,2
620,620,4,64,12,8299,10,1,8.0,12.0,5.7,1
621,621,2,16,7,16999,4,6,8.0,13.0,6.5,1
622,622,4,64,49,9015,10,1,2.0,13.0,6.53,2
623,623,4,64,49,8935,10,2,2.0,13.0,6.53,2
624,624,4,64,19,14999,10,1,2.0,12.0,6.3,2
625,625,8,128,53,26999,12,8,8.0,108.0,6.67,0
626,626,4,64,8,14599,3,0,12.0,12.0,5.5,1
627,627,2,16,7,16999,4,6,8.0,13.0,6.5,1
628,628,3,32,8,10499,10,6,5.0,12.0,5.99,2
629,629,3,32,8,10499,10,4,5.0,12.0,5.99,2
630,630,6,128,5,20500,3,1,12.0,20.0,5.99,2
631,631,3,32,12,9999,10,4,8.0,12.0,5.7,2
632,632,8,256,19,31999,10,8,13.0,48.0,6.39,2
633,633,2,32,19,6990,10,0,8.0,12.0,6.26,1
634,634,3,32,8,10499,10,4,5.0,12.0,5.99,2
635,635,6,64,19,22999,10,8,13.0,48.0,6.39,2
636,636,3,64,49,9999,10,11,2.0,13.0,6.22,2
637,637,4,64,12,8299,10,1,8.0,12.0,5.7,1
638,638,6,64,19,22999,10,0,13.0,48.0,6.39,2
639,639,8,256,49,24450,6,0,8.0,108.0,6.67,1
640,640,3,32,4,24999,3,11,8.0,16.0,5.15,1
641,641,2,16,28,6999,10,10,8.0,13.0,6.5,1
642,642,2,16,28,6999,10,4,8.0,13.0,6.5,1
643,643,4,128,49,9990,10,1,8.0,13.0,6.53,2
644,644,3,32,4,24999,3,4,8.0,16.0,5.15,1
645,645,4,64,19,11999,10,1,8.0,12.0,5.99,2
646,646,3,32,49,9499,13,0,8.0,13.0,6.53,1
647,647,3,32,46,14999,3,10,8.0,16.0,6.44,1
648,648,8,128,37,26999,12,5,8.0,108.0,6.67,0
649,649,2,32,4,6749,10,1,8.0,13.0,5.45,1
650,650,6,128,19,28999,10,8,13.0,48.0,6.39,2
651,651,8,128,37,26999,12,8,8.0,108.0,6.67,0
652,652,2,16,6,12999,3,1,8.0,13.0,6.5,1
653,653,4,64,28,12749,10,1,8.0,13.0,5.5,1
654,654,3,32,4,24999,3,0,8.0,16.0,5.15,1
655,655,6,128,39,23990,3,10,8.0,48.0,6.67,1
656,656,8,256,19,31999,10,2,13.0,48.0,6.39,2
657,657,3,32,46,14999,3,6,8.0,16.0,6.44,1
658,658,6,64,44,21999,3,0,8.0,108.0,6.67,2
659,659,6,128,5,20500,3,4,12.0,20.0,5.99,2
660,660,6,128,5,20500,3,0,12.0,20.0,5.99,2
661,661,2,32,9,14999,3,6,8.0,13.0,6.5,1
662,662,6,128,5,20500,3,0,12.0,20.0,5.99,2
663,663,6,128,55,13480,10,11,8.0,8.0,6.5,1
664,664,8,256,49,22999,10,1,8.0,108.0,6.67,1
665,665,4,64,8,13499,10,4,5.0,12.0,5.99,2
666,666,2,32,4,6790,10,4,8.0,13.0,5.45,1
667,667,2,16,4,6495,10,1,8.0,13.0,5.45,1
668,668,3,32,28,10649,10,6,8.0,13.0,5.5,1
669,669,6,128,23,17499,3,1,8.0,48.0,6.08,2
670,670,6,64,19,17999,10,0,5.0,12.0,6.26,2
671,671,6,64,44,21999,3,1,8.0,108.0,6.67,2
672,672,6,64,19,16999,10,4,5.0,12.0,5.99,2
673,673,6,128,51,14990,10,11,8.0,48.0,6.67,2
674,674,6,128,19,15999,10,0,8.0,48.0,6.3,2
675,675,6,128,19,17999,10,11,5.0,48.0,6.3,2
676,676,4,64,19,15999,10,0,5.0,48.0,6.3,2
677,677,6,128,19,15999,10,11,8.0,48.0,6.3,2
678,678,1,8,1,5999,10,0,8.0,8.0,4.7,1
679,679,2,16,6,12999,3,6,8.0,13.0,6.5,1
680,680,8,128,49,38849,3,10,13.0,108.0,6.67,2
681,681,4,64,19,11999,10,4,8.0,12.0,5.99,2
682,682,4,64,8,13999,10,1,5.0,12.0,5.99,2
683,683,6,64,19,16999,10,11,5.0,48.0,6.3,2
684,684,4,64,5,17499,3,1,12.0,20.0,5.99,2
685,685,6,64,19,17999,10,4,5.0,12.0,6.26,2
686,686,4,64,8,11999,10,6,8.0,13.0,5.5,1
687,687,6,128,51,19999,10,4,8.0,48.0,6.67,2
688,688,4,64,19,14999,10,0,5.0,12.0,5.99,2
689,689,3,32,28,8999,10,10,8.0,13.0,6.5,1
690,690,2,32,19,7490,10,0,8.0,12.0,6.26,1
691,691,4,64,8,14599,3,0,12.0,12.0,5.5,1
692,692,3,32,28,8999,10,6,8.0,13.0,6.5,1
693,693,6,128,32,22500,0,0,8.0,64.0,6.55,1
694,694,8,128,32,25000,0,0,8.0,64.0,6.55,1
695,695,2,16,6,12999,3,12,8.0,13.0,6.5,1
696,696,3,32,49,8999,10,1,2.0,13.0,6.22,2
697,697,2,16,6,12999,3,11,8.0,13.0,6.5,1
698,698,2,16,6,12999,3,6,8.0,13.0,6.5,1
699,699,3,64,49,9999,10,1,2.0,13.0,6.22,2
700,700,8,128,42,54999,3,5,13.0,108.0,6.67,1
701,701,3,16,8,14999,5,11,8.0,13.0,6.5,1
702,702,2,32,4,6999,10,4,8.0,13.0,5.45,1
703,703,4,64,50,12995,10,11,8.0,48.0,6.67,1
704,704,8,128,49,17000,10,0,8.0,108.0,6.43,1
705,705,8,256,32,42990,12,0,8.0,20.0,6.5,1
706,706,8,128,32,23990,0,0,8.0,64.0,6.55,1
707,707,8,256,32,40990,12,0,8.0,20.0,6.5,1
708,708,6,128,32,31900,12,0,8.0,64.0,6.55,1
709,709,4,64,19,9940,10,1,2.0,12.0,6.26,2
710,710,8,128,32,25990,12,1,8.0,64.0,6.55,1
711,711,8,128,32,24985,12,0,8.0,64.0,6.55,1
712,712,6,128,32,31900,12,0,8.0,64.0,6.55,1
713,713,6,128,32,24999,12,1,8.0,64.0,6.55,1
714,714,2,16,12,7490,10,0,8.0,12.0,5.7,2
715,715,6,128,19,15999,10,9,8.0,48.0,6.3,2
716,716,6,128,13,37999,3,0,8.0,12.0,5.99,2
717,717,3,32,4,6999,10,1,8.0,13.0,6.5,1
718,718,2,16,2,6999,10,6,8.0,8.0,4.7,1
719,719,2,16,2,6999,10,11,8.0,8.0,4.7,1
720,720,2,16,4,5999,10,4,8.0,13.0,6.5,1
721,721,3,32,26,6990,10,4,8.0,16.0,5.5,1
722,722,3,32,8,8999,10,6,8.0,13.0,5.5,1
723,723,4,64,12,11990,10,0,8.0,12.0,5.7,2
724,724,8,256,39,31990,3,0,8.0,108.0,6.67,2
725,725,4,64,23,14999,3,11,8.0,48.0,6.088,2
726,726,3,32,19,11990,10,11,8.0,48.0,6.3,2
727,727,3,32,19,11450,10,0,8.0,48.0,6.3,2
728,728,2,16,12,8499,10,1,8.0,12.0,5.7,2
729,729,4,64,23,14999,3,6,8.0,48.0,6.088,2
730,730,8,128,44,24099,3,0,8.0,108.0,6.67,2
731,731,6,128,44,21975,3,0,8.0,108.0,6.67,2
732,732,8,128,42,54999,3,6,13.0,108.0,6.67,1
733,733,4,64,12,10990,10,4,8.0,12.0,5.7,2
734,734,3,32,19,11990,10,1,8.0,48.0,6.3,2
735,735,8,256,42,59999,3,6,13.0,108.0,6.67,1
736,736,4,64,8,14599,3,4,12.0,12.0,5.5,1
737,737,4,64,8,14999,3,4,12.0,12.0,5.5,1
738,738,4,64,23,14999,3,1,8.0,48.0,6.088,2
739,739,4,64,19,10549,10,0,5.0,12.0,5.84,2
740,740,2,16,12,8489,10,4,8.0,12.0,5.7,2
741,741,3,32,19,8799,10,0,2.0,12.0,6.26,2
742,742,4,64,19,10725,10,4,5.0,12.0,5.84,2
743,743,2,16,12,8489,10,4,8.0,12.0,5.7,2
744,744,6,128,44,22690,3,0,8.0,108.0,6.67,2
745,745,8,256,42,59999,3,5,13.0,108.0,6.67,1
746,746,6,128,51,17399,10,0,8.0,48.0,6.67,2
747,747,4,128,51,13990,10,1,8.0,48.0,6.67,2
748,748,4,64,51,13690,10,4,48.0,48.0,6.67,2
749,749,4,128,51,14640,10,4,8.0,48.0,6.67,2
750,750,4,64,19,10999,10,0,2.0,12.0,6.26,2
751,751,2,16,8,7499,10,6,8.0,13.0,5.5,1
752,752,6,128,51,15990,10,1,8.0,48.0,6.67,2
753,753,4,64,19,10990,10,0,2.0,12.0,6.26,2
754,754,3,32,19,8999,10,0,2.0,12.0,6.26,2
755,755,4,64,19,11990,10,0,8.0,48.0,6.3,1
756,756,3,32,19,8990,10,4,5.0,12.0,5.84,2
757,757,8,128,44,25429,3,0,8.0,108.0,6.67,2
758,758,8,128,44,24798,3,1,8.0,108.0,6.67,2
759,759,3,32,19,8990,10,1,5.0,12.0,5.84,2
760,760,3,32,19,8999,10,0,5.0,12.0,5.84,2
761,761,4,64,19,10990,10,1,5.0,12.0,5.84,2
762,762,3,32,19,9990,10,4,5.0,12.0,5.84,2
763,763,6,128,44,19990,3,1,8.0,108.0,6.67,1
764,764,3,32,19,8999,10,0,5.0,12.0,5.84,2
765,765,3,32,19,8890,10,0,2.0,12.0,6.26,2
766,766,4,64,51,11990,10,1,8.0,48.0,6.67,2
767,767,3,32,19,8890,10,0,2.0,12.0,6.26,2
768,768,8,128,49,20990,10,0,8.0,108.0,6.67,1
769,769,128,128,61,71999,1,0,12.0,12.0,6.1,4
770,770,128,128,59,45999,1,0,12.0,12.0,6.1,1
771,771,128,128,61,61499,1,5,12.0,12.0,6.1,4
772,772,64,64,59,38999,1,11,12.0,12.0,6.1,1
773,773,128,128,61,61499,1,0,12.0,12.0,6.1,4
774,774,128,128,61,71999,1,0,12.0,12.0,6.1,4
775,775,128,128,61,71999,1,9,12.0,12.0,6.1,4
776,776,64,64,59,38999,1,0,12.0,12.0,6.1,1
777,777,128,128,61,77999,1,0,12.0,12.0,6.7,4
778,778,128,128,59,45999,1,11,12.0,12.0,6.1,1
779,779,128,128,61,71999,1,1,12.0,12.0,6.1,4
780,780,128,128,61,61499,1,0,12.0,12.0,6.1,4
781,781,128,128,61,77999,1,0,12.0,12.0,6.7,4
782,782,128,128,61,77999,1,0,12.0,12.0,6.7,4
783,783,128,128,61,77999,1,1,12.0,12.0,6.7,4
784,784,128,128,61,77999,1,9,12.0,12.0,6.7,4
785,785,128,128,61,61499,1,0,12.0,12.0,6.1,4
786,786,128,128,61,69999,1,0,12.0,12.0,6.1,4
787,787,256,256,61,81999,1,0,12.0,12.0,6.1,4
788,788,64,64,60,53999,1,9,12.0,12.0,6.1,4
789,789,128,128,61,61499,1,1,12.0,12.0,6.1,4
790,790,256,256,61,81999,1,0,12.0,12.0,6.1,4
791,791,128,128,60,57999,1,9,12.0,12.0,6.1,4
792,792,64,64,60,53999,1,0,12.0,12.0,6.1,4
793,793,256,256,61,87999,1,9,12.0,12.0,6.7,4
794,794,128,128,62,123099,1,9,12.0,48.0,6.1,4
795,795,64,64,60,53999,1,11,12.0,12.0,6.1,4
796,796,64,64,60,53999,1,5,12.0,12.0,6.1,4
797,797,128,128,59,47999,1,0,12.0,12.0,6.1,1
798,798,256,256,61,81999,1,0,12.0,12.0,6.1,4
799,799,64,64,60,53999,1,1,12.0,12.0,6.1,4
800,800,128,128,61,77999,1,12,12.0,12.0,6.7,4
801,801,256,256,61,81999,1,1,12.0,12.0,6.1,4
802,802,128,128,62,128099,1,0,12.0,48.0,6.7,4
803,803,256,256,61,87999,1,0,12.0,12.0,6.7,4
804,804,128,128,60,57999,1,0,12.0,12.0,6.1,4
805,805,128,128,62,128099,1,10,12.0,48.0,6.7,4
806,806,256,256,61,87999,1,0,12.0,12.0,6.7,4
807,807,256,256,61,87999,1,12,12.0,12.0,6.7,4
808,808,512,512,61,125999,1,10,12.0,12.0,6.1,4
809,809,256,256,61,87999,1,0,12.0,12.0,6.7,4
810,810,128,128,62,128099,1,4,12.0,48.0,6.7,4
811,811,512,512,61,101999,1,0,12.0,12.0,6.1,4
812,812,64,64,60,53999,1,0,12.0,12.0,6.1,4
813,813,256,256,61,81999,1,9,12.0,12.0,6.1,4
814,814,128,128,62,128099,1,9,12.0,48.0,6.7,4
815,815,128,128,61,72999,1,12,12.0,12.0,6.1,4
816,816,512,512,61,85499,1,0,12.0,12.0,6.1,4
817,817,128,128,62,123099,1,10,12.0,48.0,6.1,4
818,818,128,128,62,123099,1,0,12.0,48.0,6.1,4
819,819,256,256,61,87999,1,1,12.0,12.0,6.7,4
820,820,128,128,61,61499,1,0,12.0,12.0,6.1,4
821,821,512,512,61,107999,1,1,12.0,12.0,6.7,4
822,822,1,1,61,155999,1,6,12.0,12.0,6.7,4
823,823,256,256,62,133099,1,0,12.0,48.0,6.1,4
824,824,512,512,61,107999,1,0,12.0,12.0,6.7,4
825,825,256,256,60,66999,1,5,12.0,12.0,6.1,4
826,826,256,256,60,66999,1,0,12.0,12.0,6.1,4
827,827,256,256,60,66999,1,0,12.0,12.0,6.1,4
828,828,256,256,61,71499,1,0,12.0,12.0,6.1,4
829,829,128,128,62,123099,1,4,12.0,48.0,6.1,4
830,830,256,256,62,133099,1,9,12.0,48.0,6.1,4
831,831,256,256,61,71499,1,0,12.0,12.0,6.1,4
832,832,512,512,62,153099,1,0,12.0,48.0,6.1,4
833,833,512,512,61,85499,1,0,12.0,12.0,6.1,4
834,834,256,256,60,55999,1,1,12.0,12.0,5.4,4
835,835,512,512,61,85499,1,1,12.0,12.0,6.1,4
836,836,512,512,61,85499,1,0,12.0,12.0,6.1,4
837,837,256,256,60,66999,1,1,12.0,12.0,6.1,4
838,838,512,512,61,125999,1,4,12.0,12.0,6.1,4
839,839,256,256,61,71499,1,1,12.0,12.0,6.1,4
840,840,256,256,62,133099,1,10,12.0,48.0,6.1,4
841,841,256,256,61,71499,1,1,12.0,12.0,6.1,4
842,842,256,256,62,133099,1,10,12.0,48.0,6.1,4
843,843,512,512,61,107999,1,9,12.0,12.0,6.7,4
844,844,512,512,61,125999,1,4,12.0,12.0,6.1,4
845,845,256,256,60,55999,1,0,12.0,12.0,5.4,4
846,846,512,512,60,106699,1,6,12.0,12.0,6.1,4
847,847,512,512,60,106699,1,10,12.0,12.0,6.1,4
848,848,1,1,61,155999,1,5,12.0,12.0,6.7,4
849,849,512,512,61,85499,1,0,12.0,12.0,6.1,4
850,850,512,512,61,107999,1,0,12.0,12.0,6.7,4
851,851,512,512,61,85499,1,5,12.0,12.0,6.1,4
852,852,256,256,61,82999,1,12,12.0,12.0,6.1,4
853,853,512,512,61,89999,1,5,12.0,12.0,5.4,4
854,854,1,1,61,155999,1,10,12.0,12.0,6.7,4
855,855,1,1,61,144999,1,1,12.0,12.0,6.1,4
856,856,512,512,61,101999,1,0,12.0,12.0,6.1,4
857,857,512,512,62,153099,1,9,12.0,48.0,6.1,4
858,858,512,512,61,101999,1,9,12.0,12.0,6.1,4
859,859,256,256,61,71999,1,0,12.0,12.0,5.4,4
860,860,512,512,61,101999,1,0,12.0,12.0,6.1,4
861,861,512,512,61,101999,1,1,12.0,12.0,6.1,4
862,862,64,64,59,95699,1,5,12.0,12.0,6.5,4
863,863,512,512,62,153099,1,10,12.0,48.0,6.1,4
864,864,256,256,62,133099,1,4,12.0,48.0,6.1,4
865,865,512,512,61,134999,1,4,12.0,12.0,6.7,4
866,866,512,512,61,134999,1,1,12.0,12.0,6.7,4
867,867,32,32,66,29990,1,10,8.0,12.0,4.7,1
868,868,512,512,61,101999,1,1,12.0,12.0,6.1,4
869,869,512,512,62,153099,1,4,12.0,48.0,6.1,4
870,870,64,64,59,42999,1,0,12.0,12.0,6.1,1
871,871,64,64,59,42999,1,12,12.0,12.0,6.1,1
872,872,128,128,59,47999,1,9,12.0,12.0,6.1,1
873,873,64,64,58,36999,1,1,8.0,12.0,6.1,1
874,874,64,64,59,42999,1,5,12.0,12.0,6.1,1
875,875,256,256,62,138099,1,9,12.0,48.0,6.7,4
876,876,256,256,61,71499,1,5,12.0,12.0,6.1,4
877,877,64,64,60,49999,1,0,12.0,12.0,5.4,4
878,878,256,256,62,138099,1,10,12.0,48.0,6.7,4
879,879,256,256,60,55999,1,0,12.0,12.0,5.4,4
880,880,256,256,62,138099,1,0,12.0,48.0,6.7,4
881,881,512,512,61,89999,1,0,12.0,12.0,5.4,4
882,882,64,64,58,36999,1,0,8.0,12.0,6.1,1
883,883,128,128,60,54999,1,5,12.0,12.0,5.4,4
884,884,256,256,59,40990,1,11,8.0,12.0,4.7,1
885,885,128,128,61,119900,1,5,12.0,12.0,6.1,4
886,886,64,64,59,28990,1,0,8.0,12.0,4.7,1
887,887,128,128,61,129900,1,10,12.0,12.0,6.7,4
888,888,64,64,59,28990,1,0,8.0,12.0,4.7,1
889,889,1,1,61,155999,1,4,12.0,12.0,6.7,4
890,890,256,256,61,139900,1,6,12.0,12.0,6.7,4
891,891,512,512,61,89999,1,0,12.0,12.0,5.4,4
892,892,64,64,59,95699,1,6,12.0,12.0,6.5,4
893,893,512,512,61,134999,1,10,12.0,12.0,6.7,4
894,894,512,512,60,106699,1,4,12.0,12.0,6.1,4
895,895,32,32,64,28130,1,4,8.0,8.0,4.7,1
896,896,16,16,66,52000,1,6,8.0,8.0,4.7,1
897,897,512,512,61,134999,1,5,12.0,12.0,6.7,4
898,898,64,64,57,49900,1,4,12.0,12.0,5.5,1
899,899,1,1,62,173099,1,10,12.0,48.0,6.1,4
900,900,1,1,61,144999,1,5,12.0,12.0,6.1,4
901,901,64,64,57,49900,1,6,12.0,12.0,5.5,1
902,902,256,256,57,77000,1,4,8.0,12.0,4.7,1
903,903,64,64,57,39900,1,4,8.0,12.0,4.7,1
904,904,128,128,61,129900,1,4,12.0,12.0,6.7,4
905,905,256,256,57,77000,1,10,8.0,12.0,4.7,1
906,906,64,64,58,109900,1,6,12.0,12.0,6.5,1
907,907,32,32,66,30780,1,6,8.0,8.0,4.7,1
908,908,128,128,61,119900,1,4,12.0,12.0,6.1,4
909,909,1,1,61,144999,1,6,12.0,12.0,6.1,4
910,910,16,16,66,25000,1,6,8.0,8.0,6.5,3
911,911,32,32,66,34900,1,4,8.0,12.0,5.5,1
912,912,512,512,61,89999,1,0,12.0,12.0,5.4,4
913,913,256,256,61,129900,1,6,12.0,12.0,6.1,4
914,914,64,64,59,87099,1,5,12.0,12.0,5.8,4
915,915,256,256,58,124900,1,6,12.0,12.0,6.5,1
916,916,64,64,57,39900,1,10,8.0,12.0,4.7,1
917,917,256,256,57,84900,1,6,12.0,12.0,5.5,1
918,918,512,512,58,134900,1,6,12.0,12.0,5.8,1
919,919,512,512,61,134999,1,6,12.0,12.0,6.7,4
920,920,256,256,57,84900,1,10,12.0,12.0,5.5,1
921,921,256,256,61,139900,1,5,12.0,12.0,6.7,4
922,922,1,1,62,173099,1,0,12.0,48.0,6.1,4
923,923,64,64,57,49900,1,10,12.0,12.0,5.5,1
924,924,512,512,58,134900,1,4,12.0,12.0,5.8,1
925,925,256,256,58,124900,1,4,12.0,12.0,6.5,1
926,926,1,1,61,155999,1,1,12.0,12.0,6.7,4
927,927,1,1,61,144999,1,4,12.0,12.0,6.1,4
928,928,64,64,60,49999,1,11,12.0,12.0,5.4,4
929,929,256,256,61,139900,1,1,12.0,12.0,6.7,4
930,930,128,128,61,129900,1,5,12.0,12.0,6.7,4
931,931,64,64,58,36999,1,0,8.0,12.0,6.1,1
932,932,64,64,58,36999,1,11,8.0,12.0,6.1,1
933,933,128,128,60,54999,1,1,12.0,12.0,5.4,4
934,934,128,128,60,78899,1,4,12.0,12.0,6.1,4
935,935,1,1,62,178099,1,10,12.0,48.0,6.7,4
936,936,32,32,66,31500,1,0,8.0,12.0,4.7,1
937,937,256,256,61,71499,1,0,12.0,12.0,6.1,4
938,938,64,64,59,42999,1,5,12.0,12.0,6.1,1
939,939,64,64,58,36999,1,0,8.0,12.0,6.1,1
940,940,128,128,59,47999,1,9,12.0,12.0,6.1,1
941,941,64,64,58,36999,1,1,8.0,12.0,6.1,1
942,942,256,256,62,138099,1,9,12.0,48.0,6.7,4
943,943,256,256,59,40990,1,0,8.0,12.0,4.7,1
944,944,512,512,61,125999,1,5,12.0,12.0,6.1,4
945,945,16,16,66,39999,1,6,8.0,8.0,5.5,1
946,946,128,128,61,119900,1,6,12.0,12.0,6.1,4
947,947,256,256,61,71999,1,0,12.0,12.0,5.4,4
948,948,256,256,61,71999,1,0,12.0,12.0,5.4,4
949,949,256,256,61,71999,1,5,12.0,12.0,5.4,4
950,950,512,512,62,158099,1,0,12.0,48.0,6.7,4
951,951,128,128,59,47999,1,12,12.0,12.0,6.1,1
952,952,512,512,62,158099,1,10,12.0,48.0,6.7,4
953,953,128,128,60,54999,1,0,12.0,12.0,5.4,4
954,954,512,512,61,107999,1,12,12.0,12.0,6.7,4
955,955,64,64,60,49999,1,9,12.0,12.0,5.4,4
956,956,128,128,60,57999,1,5,12.0,12.0,6.1,4
957,957,128,128,61,61999,1,0,12.0,12.0,5.4,4
958,958,32,32,66,29990,1,4,8.0,12.0,4.7,1
959,959,256,256,60,88199,1,4,12.0,12.0,6.1,4
960,960,32,32,66,31500,1,4,8.0,12.0,4.7,1
961,961,128,128,60,57999,1,5,12.0,12.0,6.1,4
962,962,128,128,61,61999,1,0,12.0,12.0,5.4,4
963,963,32,32,66,29990,1,4,8.0,12.0,4.7,1
964,964,256,256,60,88199,1,4,12.0,12.0,6.1,4
965,965,32,32,66,31500,1,4,8.0,12.0,4.7,1
966,966,128,128,59,47999,1,5,12.0,12.0,6.1,1
967,967,64,64,60,49999,1,9,12.0,12.0,5.4,4
968,968,512,512,58,144900,1,10,12.0,12.0,6.5,1
969,969,256,256,56,85400,1,0,12.0,12.0,5.5,1
970,970,256,256,59,100699,1,10,12.0,12.0,5.8,4
971,971,16,16,65,49999,1,4,8.0,12.0,5.5,1
972,972,128,128,59,32990,1,0,8.0,12.0,4.7,1
973,973,32,32,66,31500,1,0,8.0,12.0,4.7,1
974,974,256,256,59,100699,1,6,12.0,12.0,5.8,4
975,975,256,256,58,91900,1,0,8.0,12.0,6.1,1
976,976,512,512,58,144900,1,6,12.0,12.0,6.5,1
977,977,512,512,59,140300,1,10,12.0,12.0,5.8,4
978,978,128,128,59,32990,1,0,8.0,12.0,4.7,1
979,979,256,256,61,71999,1,0,12.0,12.0,5.4,4
980,980,256,256,58,91900,1,0,8.0,12.0,6.1,1
981,981,512,512,59,140300,1,4,12.0,12.0,5.8,4
982,982,256,256,58,91900,1,0,8.0,12.0,6.1,1
983,983,256,256,58,91900,1,12,8.0,12.0,6.1,1
984,984,256,256,58,91900,1,1,8.0,12.0,6.1,1
985,985,64,64,65,59999,1,4,8.0,12.0,5.5,1
986,986,256,256,60,66999,1,9,12.0,12.0,6.1,4
987,987,64,64,58,36999,1,12,8.0,12.0,6.1,1
988,988,32,32,66,34900,1,6,8.0,12.0,5.5,1
989,989,64,64,58,36999,1,0,8.0,12.0,6.102,1
990,990,64,64,58,47900,1,0,8.0,12.0,6.1,1
991,991,64,64,65,49999,1,6,8.0,12.0,4.7,1
992,992,16,16,65,31999,1,4,8.0,12.0,4.7,1
993,993,128,128,60,54999,1,9,12.0,12.0,5.4,4
994,994,128,128,64,49999,1,4,8.0,8.0,4.7,1
995,995,64,64,65,49999,1,10,8.0,12.0,4.7,1
996,996,512,512,61,89999,1,1,12.0,12.0,5.4,4
997,997,64,64,58,36999,1,0,8.0,12.0,6.1,1
998,998,32,32,66,34900,1,10,8.0,12.0,5.5,1
999,999,64,64,65,59999,1,10,8.0,12.0,5.5,1
1000,1000,128,128,60,78899,1,10,12.0,12.0,6.1,4
1001,1001,128,128,59,32990,1,11,8.0,12.0,4.7,1
1002,1002,512,512,61,125999,1,1,12.0,12.0,6.1,4
1003,1003,64,64,65,59999,1,4,8.0,12.0,5.5,1
1004,1004,256,256,61,129900,1,10,12.0,12.0,6.1,4
1005,1005,64,64,59,42999,1,9,12.0,12.0,6.1,1
1006,1006,256,256,62,138099,1,0,12.0,48.0,6.7,4
1007,1007,32,32,66,37900,1,0,12.0,12.0,5.488,1
1008,1008,256,256,59,131900,1,6,12.0,12.0,6.5,4
1009,1009,256,256,59,131900,1,6,12.0,12.0,6.5,4
1010,1010,512,512,58,144900,1,4,12.0,12.0,6.5,1
1011,1011,16,16,66,36990,1,10,8.0,8.0,4.7,1
1012,1012,64,64,58,109900,1,10,12.0,12.0,6.5,1
1013,1013,32,32,66,34900,1,4,8.0,12.0,5.5,1
1014,1014,64,64,65,49999,1,4,8.0,12.0,4.7,1
1015,1015,16,16,65,49999,1,4,8.0,12.0,5.5,1
1016,1016,16,16,65,41999,1,10,8.0,12.0,4.7,1
1017,1017,128,128,65,55999,1,4,8.0,12.0,4.7,1
1018,1018,128,128,66,34900,1,0,8.0,12.0,4.7,1
1019,1019,128,128,59,32990,1,11,8.0,12.0,4.7,1
1020,1020,256,256,66,85400,1,0,12.0,12.0,5.5,1
1021,1021,64,64,59,28990,1,11,8.0,12.0,4.7,1
1022,1022,256,256,59,40990,1,0,8.0,12.0,4.7,1
1023,1023,256,256,61,129900,1,1,12.0,12.0,6.1,4
1024,1024,64,64,60,49999,1,5,12.0,12.0,5.4,4
1025,1025,256,256,57,81500,1,0,8.0,12.0,4.7,1
1026,1026,128,128,65,55999,1,10,8.0,12.0,4.7,1
1027,1027,128,128,61,61999,1,1,12.0,12.0,5.4,4
1028,1028,256,256,59,40990,1,11,8.0,12.0,4.7,1
1029,1029,512,512,61,89999,1,0,12.0,12.0,5.4,4
1030,1030,256,256,59,131900,1,10,12.0,12.0,6.5,4
1031,1031,64,64,64,44999,1,6,8.0,8.0,4.7,1
1032,1032,64,64,57,39900,1,0,8.0,12.0,4.7,1
1033,1033,512,512,61,102999,1,12,12.0,12.0,6.1,4
1034,1034,16,16,65,41999,1,4,8.0,12.0,4.7,1
1035,1035,256,256,59,131900,1,4,12.0,12.0,6.5,4
1036,1036,256,256,60,66999,1,11,12.0,12.0,6.1,4
1037,1037,32,32,66,29990,1,4,8.0,12.0,4.7,1
1038,1038,64,64,59,87099,1,4,12.0,12.0,5.8,4
1039,1039,128,128,60,54999,1,5,12.0,12.0,5.4,4
