,Ram,Storage,Brand,Color,Display_Size,Display_Type,Front_Cam,Rear_Cam,Price
136,12 GB RAM ,256 GB RO,realme,Black,6.7,HD+,16,50,"₹35,999"
137,8 GB RAM ,128 GB RO,realme,Blue,6.7,HD+,16,50,"₹29,999"
138,4 GB RAM ,128 GB RO,realme,Silver,6.4,HD+,16,64,"₹15,999"
139,8 GB RAM ,128 GB RO,realme,Black,6.7,HD+,16,50,"₹29,999"
140,12 GB RAM ,256 GB RO,realme,Blue,6.7,HD+,16,50,"₹35,999"
141,8 GB RAM ,128 GB RO,realme,Black,6.4,HD+,16,64,"₹17,999"
143,4 GB RAM ,64 GB ROM,realme,Grey,6.5,HD+,8,50,"₹10,999"
144,12 GB RAM ,256 GB RO,realme,Black,6.62,HD+,16,64,"₹35,999"
145,8 GB RAM ,128 GB RO,realme,Gold,6.4,AMOLED,16,108,"₹17,999"
146,8 GB RAM ,128 GB RO,realme,Black,6.4,AMOLED,16,108,"₹17,999"
147,6 GB RAM ,128 GB RO,realme,Gold,6.4,AMOLED,16,108,"₹16,999"
148,8 GB RAM ,128 GB RO,realme,Black,6.43,HD+,32,64,"₹27,999"
150,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,5,12,"₹8,999"
152,4 GB RAM ,64 GB ROM,realme,Black,6.3,HD+,16,16,"₹13,990"
153,8 GB RAM ,128 GB RO,realme,Blue,6.62,HD+,16,64,"₹31,999"
154,3 GB RAM ,32 GB ROM,realme,Blue,6.52,HD+,8,13,"₹11,999"
155,3 GB RAM ,32 GB ROM,realme,Blue,6.52,HD+,5,12,"₹7,999"
156,12 GB RAM ,256 GB RO,realme,Yellow,6.43,HD+,16,64,"₹41,999"
157,2 GB RAM ,32 GB ROM,realme,Black,6.1,HD+,5,13,"₹7,999"
158,2 GB RAM ,32 GB ROM,realme,Blue,6.1,HD+,5,13,"₹7,999"
159,8 GB RAM ,256 GB RO,realme,White,6.43,HD+,32,64,"₹29,999"
160,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,8,50,"₹10,990"
161,3 GB RAM ,32 GB ROM,realme,Blue,6.52,HD+,8,13,"₹11,999"
162,6 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,16,64,"₹17,499"
163,4 GB RAM ,64 GB ROM,realme,Black,6.22,HD+,13,13,"₹10,499"
165,3 GB RAM ,32 GB ROM,realme,Blue,6.22,HD+,13,13,"₹8,499"
166,3 GB RAM ,32 GB ROM,realme,Black,6.22,HD+,13,13,"₹8,499"
167,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,13,"₹11,890"
168,8 GB RAM ,256 GB RO,realme,White,6.57,HD+,32,64,"₹30,049"
170,3 GB RAM ,32 GB ROM,realme,Black,6.2,HD+,8,13,"₹9,990"
171,3 GB RAM ,32 GB ROM,realme,Blue,6.52,HD+,5,13,"₹10,999"
172,8 GB RAM ,128 GB RO,realme,Silver,6.43,HD+,16,64,"₹37,999"
173,3 GB RAM ,32 GB ROM,realme,Silver,6.52,HD+,8,13,"₹11,999"
175,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,8,13,"₹12,999"
176,8 GB RAM ,256 GB RO,realme,Blue,6.57,HD+,32,64,"₹30,049"
177,3 GB RAM ,32 GB ROM,realme,Black,6.1,HD+,5,13,"₹8,999"
178,6 GB RAM ,64 GB ROM,realme,Blue,6.3,HD+,16,16,"₹15,990"
179,8 GB RAM ,128 GB RO,realme,Black,6.55,HD+,32,64,"₹29,999"
180,8 GB RAM ,128 GB RO,realme,White,6.57,HD+,32,64,"₹29,999"
182,12 GB RAM ,256 GB RO,realme,Black,6.7,HD,32,50,"₹57,999"
183,8 GB RAM ,128 GB RO,realme,White,6.5,HD+,16,64,"₹19,999"
184,8 GB RAM ,128 GB RO,realme,Blue,6.53,HD+,16,48,"₹20,999"
185,4 GB RAM ,128 GB RO,realme,Blue,6.53,HD+,16,48,"₹17,999"
186,8 GB RAM ,128 GB RO,realme,White,6.53,HD+,16,48,"₹20,999"
187,8 GB RAM ,128 GB RO,realme,White,6.7,HD+,16,50,"₹36,999"
189,2 GB RAM ,16 GB ROM,realme,Black,6.1,HD+,5,13,"₹6,999"
190,8 GB RAM ,128 GB RO,realme,White,6.7,HD,32,50,"₹49,999"
191,8 GB RAM ,128 GB RO,realme,Green,6.7,HD,32,50,"₹49,999"
192,2 GB RAM ,16 GB ROM,realme,Blue,6.1,HD+,5,13,"₹6,999"
193,8 GB RAM ,128 GB RO,realme,Green,6.44,HD+,32,64,"₹41,999"
194,12 GB RAM ,256 GB RO,realme,Green,6.44,HD+,32,64,"₹47,999"
195,8 GB RAM ,128 GB RO,realme,Black,6.7,HD,32,50,"₹49,999"
197,12 GB RAM ,256 GB RO,realme,Green,6.7,HD,32,50,"₹57,999"
198,6 GB RAM ,128 GB RO,realme,Blue,6.6,HD+,16,64,"₹18,999"
204,6 GB RAM ,64 GB ROM,realme,Silver,6.5,HD+,16,48,"₹14,499"
205,6 GB RAM ,128 GB RO,realme,Blue,6.4,AMOLED,16,50,"₹24,999"
206,6 GB RAM ,128 GB RO,realme,Silver,6.4,HD+,16,64,"₹16,999"
208,4 GB RAM ,64 GB ROM,realme,Silver,6.5,HD+,16,48,"₹14,499"
209,8 GB RAM ,128 GB RO,realme,Silver,6.4,HD+,16,64,"₹17,999"
210,12 GB RAM ,256 GB RO,realme,White,6.62,AMOLED,16,50,"₹31,999"
211,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,8,13,"₹9,999"
212,8 GB RAM ,128 GB RO,realme,Green,6.62,HD+,16,64,"₹31,999"
213,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,50,"₹12,499"
214,6 GB RAM ,128 GB RO,realme,Silver,6.5,HD+,16,48,"₹16,999"
215,6 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,48,"₹16,999"
216,8 GB RAM ,256 GB RO,realme,Grey,6.43,HD+,32,64,"₹29,999"
217,4 GB RAM ,64 GB ROM,realme,Blue,6.51,HD+,8,13,"₹9,999"
218,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,8,50,"₹11,499"
219,6 GB RAM ,128 GB RO,realme,Black,6.43,HD+,32,64,"₹25,999"
220,6 GB RAM ,128 GB RO,realme,Green,6.6,HD+,16,64,"₹18,999"
221,4 GB RAM ,64 GB ROM,realme,Silver,6.52,HD+,8,48,"₹10,499"
222,8 GB RAM ,128 GB RO,realme,Purple,6.5,HD+,16,64,"₹19,999"
223,8 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹19,999"
225,2 GB RAM ,32 GB ROM,realme,Green,6.5,HD+,5,13,"₹8,999"
226,4 GB RAM ,128 GB RO,realme,Blue,6.52,HD+,8,48,"₹11,499"
229,12 GB RAM ,256 GB RO,realme,White,6.7,HD,32,50,"₹57,999"
230,6 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹15,999"
231,6 GB RAM ,128 GB RO,realme,Silver,6.43,HD+,16,64,"₹19,999"
232,4 GB RAM ,128 GB RO,realme,Silver,6.52,HD+,8,48,"₹11,499"
234,2 GB RAM ,32 GB ROM,realme,Grey,6.5,HD+,5,13,"₹8,999"
236,8 GB RAM ,256 GB RO,realme,Blue,6.43,HD+,32,64,"₹29,999"
237,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,50,"₹11,999"
238,12 GB RAM ,256 GB RO,realme,Blue,6.57,HD+,32,64,"₹34,999"
239,8 GB RAM ,128 GB RO,realme,Blue,6.43,HD+,16,64,"₹37,999"
240,4 GB RAM ,128 GB RO,realme,Purple,6.5,HD+,13,12,"₹12,999"
241,3 GB RAM ,32 GB ROM,realme,Purple,6.5,HD+,13,12,"₹10,999"
242,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,13,12,"₹12,999"
243,3 GB RAM ,32 GB ROM,realme,Blue,6.5,HD+,13,12,"₹10,999"
244,8 GB RAM ,128 GB RO,realme,Black,6.3,HD+,16,16,"₹17,990"
246,12 GB RAM ,256 GB RO,realme,Blue,6.7,HD+,16,50,"₹35,999"
247,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,8,12,"₹11,999"
248,8 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹16,999"
251,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,13,48,"₹11,999"
252,8 GB RAM ,128 GB RO,realme,Blue,6.4,HD+,16,108,"₹19,999"
253,12 GB RAM ,256 GB RO,realme,White,6.57,HD+,32,64,"₹34,999"
254,6 GB RAM ,128 GB RO,realme,Black,6.4,HD+,16,108,"₹17,999"
255,6 GB RAM ,128 GB RO,realme,Silver,6.4,HD+,32,64,"₹19,999"
256,12 GB RAM ,256 GB RO,realme,Blue,6.5,HD+,16,64,"₹35,999"
257,8 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹31,999"
258,3 GB RAM ,32 GB ROM,realme,Silver,6.52,HD+,8,13,"₹11,999"
259,6 GB RAM ,128 GB RO,realme,Yellow,6.4,HD+,16,108,"₹17,999"
260,3 GB RAM ,32 GB ROM,realme,Blue,6.22,HD+,13,13,"₹8,499"
261,3 GB RAM ,64 GB ROM,realme,Black,6.22,HD+,13,13,"₹9,499"
262,4 GB RAM ,64 GB ROM,realme,Blue,6.22,HD+,13,13,"₹10,499"
263,6 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,64,"₹17,999"
264,6 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,16,64,"₹17,999"
265,3 GB RAM ,32 GB ROM,realme,Black,6.22,HD+,13,13,"₹8,499"
266,4 GB RAM ,64 GB ROM,realme,Black,6.5,HD+,16,48,"₹14,999"
267,2 GB RAM ,32 GB ROM,realme,Black,6.2,HD+,5,13,"₹8,999"
268,6 GB RAM ,64 GB ROM,realme,Black,6.5,HD+,16,48,"₹15,999"
269,4 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,48,"₹14,999"
270,6 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,48,"₹14,999"
271,4 GB RAM ,64 GB ROM,realme,Blue,6.3,HD+,25,16,"₹13,999"
272,2 GB RAM ,16 GB ROM,realme,Black,6.2,HD+,5,13,"₹8,990"
273,2 GB RAM ,16 GB ROM,realme,Blue,6.2,HD+,5,13,"₹8,990"
275,4 GB RAM ,128 GB RO,realme,Blue,6.52,HD+,8,12,"₹11,999"
276,4 GB RAM ,64 GB ROM,realme,Green,6.52,HD+,8,12,"₹10,999"
277,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,8,12,"₹10,999"
278,6 GB RAM ,64 GB ROM,realme,Blue,6.3,HD+,16,48,"₹15,999"
279,8 GB RAM ,128 GB RO,realme,Blue,6.3,HD+,16,48,"₹17,999"
280,6 GB RAM ,64 GB ROM,realme,Green,6.3,HD+,16,48,"₹15,999"
281,4 GB RAM ,64 GB ROM,realme,Blue,6.3,HD+,16,48,"₹14,999"
282,4 GB RAM ,64 GB ROM,realme,Green,6.3,HD+,16,48,"₹14,999"
283,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹14,249"
284,8 GB RAM ,128 GB RO,realme,Silver,6.4,HD+,32,64,"₹21,999"
285,2 GB RAM ,32 GB ROM,realme,Blue,6.5,HD+,5,8,"₹5,299"
290,12 GB RAM ,256 GB RO,realme,Green,6.62,AMOLED,16,50,"₹31,999"
291,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,13,"₹11,999"
292,8 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,48,"₹18,499"
293,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,16,48,"₹15,499"
294,6 GB RAM ,128 GB RO,realme,Black,6.5,HD+,16,48,"₹17,499"
295,6 GB RAM ,128 GB RO,realme,Black,6.5,HD+,16,48,"₹17,499"
296,8 GB RAM ,128 GB RO,realme,Black,6.5,HD+,16,48,"₹19,999"
297,6 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,48,"₹17,499"
298,6 GB RAM ,128 GB RO,realme,Green,6.4,AMOLED,16,50,"₹24,999"
300,3 GB RAM ,32 GB ROM,realme,Grey,6.52,HD+,5,12,"₹8,999"
301,4 GB RAM ,64 GB ROM,realme,Green,6.5,HD+,8,50,"₹11,499"
302,12 GB RAM ,256 GB RO,realme,Green,6.62,HD+,16,64,"₹35,999"
304,8 GB RAM ,128 GB RO,realme,Grey,6.43,HD+,32,64,"₹27,999"
305,3 GB RAM ,32 GB ROM,realme,Black,6.51,HD+,8,13,"₹8,999"
306,3 GB RAM ,32 GB ROM,realme,Blue,6.51,HD+,8,13,"₹8,999"
308,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,13,"₹10,999"
309,4 GB RAM ,64 GB ROM,realme,Grey,6.5,HD+,8,13,"₹9,999"
310,8 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹20,999"
311,8 GB RAM ,256 GB RO,realme,Black,6.43,HD+,32,64,"₹29,999"
313,6 GB RAM ,128 GB RO,realme,White,6.43,HD+,32,64,"₹25,999"
315,8 GB RAM ,128 GB RO,realme,Blue,6.43,HD+,32,64,"₹27,999"
316,6 GB RAM ,128 GB RO,realme,Grey,6.43,HD+,32,64,"₹25,999"
317,6 GB RAM ,128 GB RO,realme,Blue,6.43,HD+,32,64,"₹25,999"
318,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,8,50,"₹11,999"
320,3 GB RAM ,32 GB ROM,realme,Silver,6.52,HD+,5,13,"₹10,999"
321,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,5,13,"₹10,999"
322,4 GB RAM ,64 GB ROM,realme,Silver,6.52,HD+,5,13,"₹9,999"
323,4 GB RAM ,64 GB ROM,realme,Black,6.2,HD+,8,13,"₹11,990"
327,4 GB RAM ,64 GB ROM,realme,Black,6.51,HD+,8,13,"₹9,999"
328,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,8,13,"₹12,999"
329,4 GB RAM ,64 GB ROM,realme,Silver,6.52,HD+,8,13,"₹12,999"
332,6 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,64,"₹17,999"
333,3 GB RAM ,32 GB ROM,realme,Blue,6.1,HD+,5,13,"₹8,999"
335,4 GB RAM ,64 GB ROM,realme,Pearl,6.4,HD+,32,64,"₹17,999"
336,8 GB RAM ,128 GB RO,realme,Pearl,6.4,HD+,32,64,"₹20,999"
337,4 GB RAM ,64 GB ROM,realme,Blue,6.52,HD+,8,48,"₹10,499"
341,6 GB RAM ,128 GB RO,realme,Purple,6.5,HD+,16,64,"₹17,999"
342,8 GB RAM ,128 GB RO,realme,Blue,6.4,AMOLED,16,50,"₹26,999"
345,4 GB RAM ,128 GB RO,realme,White,6.53,HD+,16,48,"₹17,999"
346,8 GB RAM ,128 GB RO,realme,Black,6.72,HD+,16,108,"₹20,999"
347,12 GB RAM ,256 GB RO,realme,Silver,6.43,HD+,16,64,"₹29,999"
348,4 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,64,"₹13,999"
352,8 GB RAM ,128 GB RO,realme,Black,6.5,HD+,16,48,"₹16,999"
354,6 GB RAM ,64 GB ROM,realme,Blue,6.6,HD+,16,64,"₹17,999"
355,12 GB RAM ,256 GB RO,realme,Black,6.43,HD+,16,64,"₹29,999"
356,8 GB RAM ,128 GB RO,realme,White,6.5,HD+,16,48,"₹16,999"
357,6 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,48,"₹14,999"
361,8 GB RAM ,128 GB RO,realme,Silver,6.43,HD+,16,64,"₹21,999"
363,4 GB RAM ,128 GB RO,realme,Grey,6.5,HD+,8,50,"₹11,999"
364,4 GB RAM ,64 GB ROM,realme,Green,6.5,HD+,16,64,"₹11,849"
365,4 GB RAM ,64 GB ROM,realme,Blue,6.5,HD+,16,64,"₹11,849"
366,8 GB RAM ,128 GB RO,realme,Pearl,6.4,HD+,32,64,"₹20,999"
367,6 GB RAM ,128 GB RO,realme,Pearl,6.4,HD+,32,64,"₹19,999"
368,4 GB RAM ,128 GB RO,realme,Green,6.5,HD+,16,64,"₹14,249"
369,8 GB RAM ,128 GB RO,realme,Silver,6.43,HD+,16,64,"₹26,999"
371,3 GB RAM ,32 GB ROM,realme,Silver,6.5,HD+,8,12,"₹10,999"
372,8 GB RAM ,128 GB RO,realme,Black,6.4,HD+,16,108,"₹19,999"
373,6 GB RAM ,64 GB ROM,realme,White,6.5,HD+,16,64,"₹29,999"
375,8 GB RAM ,128 GB RO,realme,White,6.57,HD+,16,64,"₹27,999"
376,8 GB RAM ,128 GB RO,realme,Blue,6.57,HD+,16,64,"₹27,999"
377,3 GB RAM ,32 GB ROM,realme,Blue,6.5,HD+,8,12,"₹10,999"
378,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,13,48,"₹12,999"
380,6 GB RAM ,128 GB RO,realme,Blue,6.4,HD+,16,108,"₹17,999"
381,4 GB RAM ,64 GB ROM,realme,Silver,6.5,HD+,8,12,"₹11,999"
382,4 GB RAM ,64 GB ROM,realme,White,6.52,HD+,5,12,"₹9,499"
383,12 GB RAM ,256 GB RO,realme,White,6.5,HD+,16,64,"₹35,999"
384,8 GB RAM ,128 GB RO,realme,White,6.5,HD+,16,64,"₹31,999"
386,6 GB RAM ,64 GB ROM,realme,Black,6.5,HD+,16,48,"₹14,999"
387,8 GB RAM ,128 GB RO,realme,Blue,6.4,HD+,32,64,"₹21,999"
388,6 GB RAM ,128 GB RO,realme,Blue,6.4,HD+,32,64,"₹19,999"
390,3 GB RAM ,64 GB ROM,realme,Blue,6.22,HD+,13,13,"₹9,499"
391,8 GB RAM ,128 GB RO,realme,Yellow,6.4,HD+,16,108,"₹19,999"
392,4 GB RAM ,128 GB RO,realme,White,6.5,HD+,16,48,"₹11,999"
393,4 GB RAM ,128 GB RO,realme,Blue,6.5,HD+,16,48,"₹11,999"
394,3 GB RAM ,32 GB ROM,realme,Black,6.2,HD+,5,13,"₹9,999"
395,8 GB RAM ,128 GB RO,realme,White,6.3,HD+,16,48,"₹16,999"
396,8 GB RAM ,128 GB RO,realme,Black,6.43,HD+,16,64,"₹26,999"
400,1 GB RAM ,8 GB ROM,redmi,Black,6.7,HD,5,8,"₹5,999"
401,4 GB RAM ,64 GB ROM,redmi,Blue,6.22,HD+,8,12,"₹10,749"
403,1 GB RAM ,16 GB ROM,redmi,Blue,6.5,HD,5,8,"₹5,999"
404,3 GB RAM ,32 GB ROM,redmi,Black,6.53,HD+,5,13,"₹8,190"
405,8 GB RAM ,128 GB RO,xiaomi,Blue,6.55,HD+,20,64,"₹23,890"
406,3 GB RAM ,32 GB ROM,redmi,Blue,6.53,HD+,5,13,"₹8,190"
407,6 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,20,48,"₹33,999"
408,6 GB RAM ,128 GB RO,Mi,White,6.67,HD+,20,48,"₹32,980"
411,6 GB RAM ,128 GB RO,xiaomi,Black,6.67,AMOLED,16,108,"₹24,999"
414,8 GB RAM ,128 GB RO,xiaomi,Purple,6.67,AMOLED,16,108,"₹26,999"
416,2 GB RAM ,32 GB ROM,redmi,Gold,5.45,HD+,5,12,"₹6,999"
417,6 GB RAM ,128 GB RO,xiaomi,Blue,6.55,HD+,20,64,"₹23,490"
419,4 GB RAM ,64 GB ROM,redmi,Black,6.3,HD+,13,48,"₹13,999"
427,6 GB RAM ,128 GB RO,xiaomi,Pearl,6.67,AMOLED,16,108,"₹24,999"
428,4 GB RAM ,64 GB ROM,redmi,Grey,5.99,HD+,16,12,"₹13,499"
429,8 GB RAM ,128 GB RO,Mi,White,6.67,HD+,20,48,"₹30,999"
432,6 GB RAM ,128 GB RO,xiaomi,Purple,6.67,AMOLED,16,108,"₹24,999"
433,2 GB RAM ,32 GB ROM,redmi,Blue,5.45,HD+,5,12,"₹6,999"
434,3 GB RAM ,64 GB ROM,redmi,Black,5.45,HD+,5,12,"₹10,499"
435,8 GB RAM ,128 GB RO,Mi,Black,6.55,HD+,16,64,"₹23,999"
436,6 GB RAM ,128 GB RO,xiaomi,Purple,6.67,AMOLED,16,108,"₹24,999"
441,8 GB RAM ,128 GB RO,Mi,Blue,6.55,HD+,16,64,"₹23,999"
442,4 GB RAM ,64 GB ROM,redmi,Blue,6.53,HD+,5,13,"₹10,999"
444,6 GB RAM ,128 GB RO,xiaomi,Black,6.67,AMOLED,16,108,"₹24,999"
445,8 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,20,108,"₹47,999"
448,3 GB RAM ,32 GB ROM,redmi,Black,6.3,HD+,13,48,"₹11,999"
449,3 GB RAM ,32 GB ROM,redmi,Gold,5.45,HD+,5,12,"₹8,999"
450,3 GB RAM ,64 GB ROM,redmi,Blue,5.45,HD+,5,12,"₹10,499"
452,3 GB RAM ,32 GB ROM,redmi,Blue,5.99,HD+,16,12,"₹10,499"
453,4 GB RAM ,64 GB ROM,redmi,Black,5.99,HD+,5,12,"₹11,999"
454,4 GB RAM ,64 GB ROM,Mi,Gold,5.99,HD+,20,20,"₹17,499"
455,6 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,20,12,"₹16,999"
456,3 GB RAM ,32 GB ROM,redmi,White,6.22,HD+,8,13,"₹8,999"
457,4 GB RAM ,64 GB ROM,redmi,Blue,6.26,HD+,20,12,"₹15,999"
458,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,20,12,"₹14,999"
459,3 GB RAM ,64 GB ROM,redmi,Grey,6.22,HD+,8,13,"₹9,999"
461,3 GB RAM ,32 GB ROM,redmi,White,6.3,HD+,13,48,"₹11,999"
463,2 GB RAM ,32 GB ROM,redmi,Black,5.45,HD+,5,12,"₹6,999"
464,4 GB RAM ,64 GB ROM,redmi,Black,5.99,HD+,20,12,"₹14,999"
466,6 GB RAM ,128 GB RO,redmi,Pearl,6.39,HD+,20,48,"₹24,999"
469,6 GB RAM ,64 GB ROM,redmi,Black,6.3,HD+,13,48,"₹16,999"
470,3 GB RAM ,32 GB ROM,redmi,Blue,5.45,HD+,5,12,"₹8,999"
471,8 GB RAM ,128 GB RO,Mi,Silver,6.67,HD+,20,64,"₹37,999"
473,1 GB RAM ,16 GB ROM,redmi,Black,6.67,HD,5,8,"₹5,999"
475,1 GB RAM ,8 GB ROM,redmi,Blue,6.3,HD,5,8,"₹5,999"
476,4 GB RAM ,64 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹13,999"
477,4 GB RAM ,64 GB ROM,redmi,White,6.3,HD+,13,48,"₹13,999"
478,3 GB RAM ,32 GB ROM,redmi,Gold,6.3,HD,5,13,"₹6,999"
482,3 GB RAM ,32 GB ROM,redmi,Black,6.3,HD+,13,12,"₹12,999"
485,4 GB RAM ,64 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹15,999"
487,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,5,12,"₹11,999"
488,2 GB RAM ,16 GB ROM,redmi,Gold,5.45,HD+,5,12,"₹6,499"
489,4 GB RAM ,64 GB ROM,redmi,Black,6.26,HD+,20,12,"₹15,999"
490,6 GB RAM ,64 GB ROM,redmi,Black,5.99,HD+,20,12,"₹16,999"
491,3 GB RAM ,64 GB ROM,redmi,Gold,5.45,HD+,5,12,"₹10,499"
492,3 GB RAM ,32 GB ROM,redmi,Gold,5.45,HD,5,13,"₹8,999"
513,8 GB RAM ,128 GB RO,xiaomi,Purple,6.67,AMOLED,16,108,"₹26,999"
514,8 GB RAM ,128 GB RO,Mi,Silver,6.67,HD+,20,108,"₹29,990"
515,8 GB RAM ,128 GB RO,xiaomi,Black,6.67,AMOLED,16,108,"₹26,999"
519,6 GB RAM ,128 GB RO,Mi,Blue,6.55,HD+,16,64,"₹21,999"
523,8 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,20,64,"₹37,999"
524,3 GB RAM ,32 GB ROM,redmi,Black,5.45,HD+,5,12,"₹8,999"
525,2 GB RAM ,32 GB ROM,redmi,Black,6.22,HD+,8,12,"₹7,999"
526,3 GB RAM ,32 GB ROM,redmi,Green,6.53,HD+,5,13,"₹7,999"
528,2 GB RAM ,16 GB ROM,redmi,Blue,5.45,HD+,5,12,"₹6,499"
531,6 GB RAM ,128 GB RO,redmi,Blue,6.39,HD+,20,48,"₹24,999"
532,3 GB RAM ,32 GB ROM,redmi,Grey,6.22,HD+,8,13,"₹8,999"
533,6 GB RAM ,128 GB RO,redmi,Black,6.3,HD+,13,48,"₹16,999"
534,6 GB RAM ,128 GB RO,xiaomi,Green,6.67,AMOLED,16,108,"₹24,999"
536,4 GB RAM ,64 GB ROM,redmi,White,6.3,HD+,13,48,"₹15,999"
537,4 GB RAM ,64 GB ROM,redmi,Black,5.5,HD,5,13,"₹12,749"
538,4 GB RAM ,64 GB ROM,redmi,Gold,5.5,HD,5,13,"₹12,749"
539,4 GB RAM ,64 GB ROM,redmi,Green,6.22,HD+,8,12,"₹10,999"
540,4 GB RAM ,64 GB ROM,redmi,Grey,5.5,HD,5,13,"₹12,749"
541,6 GB RAM ,64 GB ROM,redmi,Blue,6.39,HD+,20,48,"₹22,999"
544,6 GB RAM ,64 GB ROM,redmi,Blue,6.26,HD+,20,12,"₹17,999"
545,6 GB RAM ,64 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹16,999"
546,4 GB RAM ,64 GB ROM,redmi,Gold,6.26,HD+,20,12,"₹15,999"
551,6 GB RAM ,128 GB RO,xiaomi,Black,6.55,HD+,20,64,"₹21,990"
552,4 GB RAM ,64 GB ROM,redmi,Orange,6.53,HD+,5,13,"₹9,999"
554,2 GB RAM ,16 GB ROM,redmi,Blue,6.55,HD,5,13,"₹5,999"
557,3 GB RAM ,32 GB ROM,redmi,Gold,6.26,HD,5,13,"₹6,999"
558,3 GB RAM ,32 GB ROM,redmi,Gold,6.26,HD,5,13,"₹6,999"
559,2 GB RAM ,16 GB ROM,redmi,Grey,6.26,HD,5,13,"₹5,999"
560,3 GB RAM ,32 GB ROM,redmi,Gold,5.99,HD+,5,12,"₹10,999"
562,4 GB RAM ,64 GB ROM,redmi,Black,6.3,HD+,13,12,"₹12,349"
563,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,16,12,"₹13,499"
564,3 GB RAM ,32 GB ROM,redmi,Gold,5.99,HD+,5,12,"₹10,999"
566,2 GB RAM ,16 GB ROM,redmi,Gold,6.67,HD,5,13,"₹5,999"
567,4 GB RAM ,64 GB ROM,Mi,Black,6.44,HD,5,12,"₹14,999"
568,4 GB RAM ,64 GB ROM,Mi,Black,5.99,HD+,20,20,"₹17,499"
569,6 GB RAM ,128 GB RO,Mi,White,6.08,HD+,32,48,"₹17,499"
570,3 GB RAM ,32 GB ROM,redmi,Grey,6.08,HD,5,13,"₹6,999"
578,3 GB RAM ,32 GB ROM,redmi,Black,5.99,HD+,5,12,"₹10,999"
579,4 GB RAM ,64 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹12,999"
580,3 GB RAM ,32 GB ROM,redmi,Black,5.99,HD+,16,12,"₹8,990"
581,3 GB RAM ,32 GB ROM,redmi,Blue,5.99,HD+,5,12,"₹10,999"
582,4 GB RAM ,64 GB ROM,redmi,Purple,6.3,HD+,13,48,"₹12,999"
584,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,20,12,"₹14,999"
585,4 GB RAM ,64 GB ROM,redmi,Black,6.3,HD+,13,48,"₹12,999"
587,4 GB RAM ,64 GB ROM,redmi,White,6.3,HD+,13,48,"₹12,999"
588,4 GB RAM ,64 GB ROM,redmi,Blue,5.99,HD+,20,12,"₹14,999"
591,3 GB RAM ,32 GB ROM,redmi,Blue,6.22,HD+,8,12,"₹8,999"
